#not used anymore - TS 48 V - 1xxx;;;;;;;;;;;;;;;;;;
#TS HV 30-80 E - 2xxx;TS HV 50 E Hybrid - 5xxx;;;;;;;;;;;;;;;;;
#TS-I HV 80/100 E - 3xxx;FORTON - 6xxx - TESVOLT TAYTAN - 7xxx;;;;;;;;;;;;;;;;;
,productId,productName,SystemVariation,capacity,usablecapacity,power,dischargingPower,inverter,numberOfInverters,Island,Backup,PeakLoadShaving,Multi-Use,outdoor,readMoreLink,productImage,name_productList,PortalProductCatalogId,price
0,2001,TS HV 30-80 E,TS HV 30 E,32.0,32.0,30.0,30.0,SMA STPS X 30,1,0,0,1,1,0,,,TS HV 30-80 E - 32 kWh 30 kW,772480018,26379
1,2002,TS HV 30-80 E,TS HV 50 E,56.0,56.0,30.0,30.0,SMA STPS X 30,1,0,0,1,1,0,,,TS HV 30-80 E - 56 kWh 30 kW,772480018,34940
2,2003,TS HV 30-80 E,TS HV 50 E,56.0,56.0,50.0,50.0,SMA STPS X 50,1,0,0,1,1,0,,,TS HV 30-80 E - 56 kWh 50 kW,772480018,37560
3,2004,TS HV 30-80 E,TS HV 30 E,64.0,64.0,30.0,30.0,SMA STPS X 30,1,0,0,1,1,0,,,TS HV 30-80 E - 64 kWh 30 kW,772480018,44254
4,2005,TS HV 30-80 E,TS HV 30 E,64.0,64.0,60.0,60.0,SMA STPS X 30,2,0,0,1,1,0,,,TS HV 30-80 E - 64 kWh 60 kW,772480018,51518
5,2006,TS HV 30-80 E,TS HV 80 E,80.0,80.0,30.0,30.0,SMA STPS X 30,1,0,0,1,1,0,,,TS HV 30-80 E - 80 kWh 30 kW,772480018,43374
6,2007,TS HV 30-80 E,TS HV 80 E,80.0,80.0,50.0,50.0,SMA STPS X 50,1,0,0,1,1,0,,,TS HV 30-80 E - 80 kWh 50 kW,772480018,45994
7,2008,TS HV 30-80 E,TS HV 50 E,112.0,112.0,30.0,30.0,SMA STPS X 30,1,0,0,1,1,0,,,TS HV 30-80 E - 112 kWh 30 kW,772480018,61376
8,2009,TS HV 30-80 E,TS HV 50 E,112.0,112.0,50.0,50.0,SMA STPS X 50,1,0,0,1,1,0,,,TS HV 30-80 E - 112 kWh 50 kW,772480018,63996
9,2010,TS HV 30-80 E,TS HV 50 E,112.0,112.0,60.0,60.0,SMA STPS X 30,2,0,0,1,1,0,,,TS HV 30-80 E - 112 kWh 60 kW,772480018,68640
10,2011,TS HV 30-80 E,TS HV 50 E,112.0,112.0,100.0,100.0,SMA STPS X 50,2,0,0,1,1,0,,,TS HV 30-80 E - 112 kWh 100 kW,772480018,73880
11,2012,TS HV 30-80 E,TS HV 80 E,160.0,160.0,30.0,30.0,SMA STPS X 30,1,0,0,1,1,0,,,TS HV 30-80 E - 160 kWh 30 kW,772480018,78244
12,2013,TS HV 30-80 E,TS HV 80 E,160.0,160.0,50.0,50.0,SMA STPS X 50,1,0,0,1,1,0,,,TS HV 30-80 E - 160 kWh 50 kW,772480018,80864
13,2014,TS HV 30-80 E,TS HV 80 E,160.0,160.0,100.0,100.0,SMA STPS X 50,2,0,0,1,1,0,,,TS HV 30-80 E - 160 kWh 100 kW,772480018,90748
14,2015,TS HV 30-80 E,TS HV 50 E,168.0,168.0,150.0,150.0,SMA STPS X 50,3,0,0,1,1,0,,,TS HV 30-80 E - 168 kWh 150 kW,772480018,110200
15,2016,TS HV 30-80 E,TS HV 50 E,224.0,224.0,100.0,100.0,SMA STPS X 50,2,0,0,1,1,0,,,TS HV 30-80 E - 224 kWh 100 kW,772480018,126752
16,2017,TS HV 30-80 E,TS HV 50 E,224.0,224.0,200.0,200.0,SMA STPS X 50,4,0,0,1,1,0,,,TS HV 30-80 E - 224 kWh 200 kW,772480018,146520
17,2018,TS HV 30-80 E,TS HV 80 E,240.0,240.0,30.0,30.0,SMA STPS X 30,1,0,0,1,1,0,,,TS HV 30-80 E - 240 kWh 30 kW,772480018,112004
18,2019,TS HV 30-80 E,TS HV 80 E,240.0,240.0,50.0,50.0,SMA STPS X 50,1,0,0,1,1,0,,,TS HV 30-80 E - 240 kWh 50 kW,772480018,114624
19,2020,TS HV 30-80 E,TS HV 80 E,240.0,240.0,90.0,90.0,SMA STPS X 30,3,0,0,1,1,0,,,TS HV 30-80 E - 240 kWh 90 kW,772480018,127642
20,2021,TS HV 30-80 E,TS HV 80 E,240.0,240.0,150.0,150.0,SMA STPS X 50,3,0,0,1,1,0,,,TS HV 30-80 E - 240 kWh 150 kW,772480018,135502
21,2022,TS HV 30-80 E,TS HV 50 E,280.0,280.0,150.0,150.0,SMA STPS X 30,5,0,0,1,1,0,,,TS HV 30-80 E - 280 kWh 150 kW,772480018,169740
22,2023,TS HV 30-80 E,TS HV 50 E,280.0,280.0,250.0,250.0,SMA STPS X 50,5,0,0,1,1,0,,,TS HV 30-80 E - 280 kWh 250 kW,772480018,182840
23,2024,TS HV 30-80 E,TS HV 80 E,320.0,320.0,30.0,30.0,SMA STPS X 30,1,0,0,1,1,0,,,TS HV 30-80 E - 320 kWh 30 kW,772480018,145764
24,2025,TS HV 30-80 E,TS HV 80 E,320.0,320.0,50.0,50.0,SMA STPS X 50,1,0,0,1,1,0,,,TS HV 30-80 E - 320 kWh 50 kW,772480018,148384
25,2026,TS HV 30-80 E,TS HV 80 E,320.0,320.0,60.0,60.0,SMA STPS X 30,2,0,0,1,1,0,,,TS HV 30-80 E - 320 kWh 60 kW,772480018,155248
26,2027,TS HV 30-80 E,TS HV 80 E,320.0,320.0,100.0,100.0,SMA STPS X 50,2,0,0,1,1,0,,,TS HV 30-80 E - 320 kWh 100 kW,772480018,160488
27,2028,TS HV 30-80 E,TS HV 80 E,320.0,320.0,120.0,120.0,SMA STPS X 30,4,0,0,1,1,0,,,TS HV 30-80 E - 320 kWh 120 kW,772480018,169776
28,2029,TS HV 30-80 E,TS HV 80 E,320.0,320.0,200.0,200.0,SMA STPS X 50,4,0,0,1,1,0,,,TS HV 30-80 E - 320 kWh 200 kW,772480018,180256
29,2030,TS HV 30-80 E,TS HV 50 E,336.0,336.0,300.0,300.0,SMA STPS X 50,6,0,0,1,1,0,,,TS HV 30-80 E - 336 kWh 300 kW,772480018,219195
30,2031,TS HV 30-80 E,TS HV 50 E,392.0,392.0,350.0,350.0,SMA STPS X 50,7,0,0,1,1,0,,,TS HV 30-80 E - 392 kWh 350 kW,772480018,255515
31,2032,TS HV 30-80 E,TS HV 80 E,400.0,400.0,150.0,150.0,SMA STPS X 30,5,0,0,1,1,0,,,TS HV 30-80 E - 400 kWh 150 kW,772480018,211910
32,2033,TS HV 30-80 E,TS HV 80 E,400.0,400.0,250.0,250.0,SMA STPS X 50,5,0,0,1,1,0,,,TS HV 30-80 E - 400 kWh 250 kW,772480018,225010
33,2034,TS HV 30-80 E,TS HV 50 E,448.0,448.0,200.0,200.0,SMA STPS X 50,4,0,0,1,1,0,,,TS HV 30-80 E - 448 kWh 200 kW,772480018,252264
34,2035,TS HV 30-80 E,TS HV 50 E,448.0,448.0,400.0,400.0,SMA STPS X 50,8,0,0,1,1,0,,,TS HV 30-80 E - 448 kWh 400 kW,772480018,291835
35,2036,TS HV 30-80 E,TS HV 80 E,480.0,480.0,60.0,60.0,SMA STPS X 30,2,0,0,1,1,0,,,TS HV 30-80 E - 480 kWh 60 kW,772480018,222768
36,2037,TS HV 30-80 E,TS HV 80 E,480.0,480.0,100.0,100.0,SMA STPS X 50,2,0,0,1,1,0,,,TS HV 30-80 E - 480 kWh 100 kW,772480018,228008
37,2038,TS HV 30-80 E,TS HV 80 E,480.0,480.0,150.0,150.0,SMA STPS X 50,3,0,0,1,1,0,,,TS HV 30-80 E - 480 kWh 150 kW,772480018,240112
38,2039,TS HV 30-80 E,TS HV 80 E,480.0,480.0,180.0,180.0,SMA STPS X 30,6,0,0,1,1,0,,,TS HV 30-80 E - 480 kWh 180 kW,772480018,254079
39,2040,TS HV 30-80 E,TS HV 80 E,480.0,480.0,300.0,300.0,SMA STPS X 50,6,0,0,1,1,0,,,TS HV 30-80 E - 480 kWh 300 kW,772480018,269799
40,2041,TS HV 30-80 E,TS HV 50 E,504.0,504.0,90.0,90.0,SMA STPS X 30,3,0,0,1,1,0,,,TS HV 30-80 E - 504 kWh 90 kW,772480018,257626
41,2042,TS HV 30-80 E,TS HV 50 E,504.0,504.0,150.0,150.0,SMA STPS X 50,3,0,0,1,1,0,,,TS HV 30-80 E - 504 kWh 150 kW,772480018,265486
42,2043,TS HV 30-80 E,TS HV 50 E,504.0,504.0,270.0,270.0,SMA STPS X 30,9,0,0,1,1,0,,,TS HV 30-80 E - 504 kWh 270 kW,772480018,304575
43,2044,TS HV 30-80 E,TS HV 50 E,504.0,504.0,450.0,450.0,SMA STPS X 50,9,0,0,1,1,0,,,TS HV 30-80 E - 504 kWh 450 kW,772480018,328155
44,2045,TS HV 30-80 E,TS HV 80 E,560.0,560.0,210.0,210.0,SMA STPS X 30,7,0,0,1,1,0,,,TS HV 30-80 E - 560 kWh 210 kW,772480018,296213
45,2046,TS HV 30-80 E,TS HV 80 E,560.0,560.0,350.0,350.0,SMA STPS X 50,7,0,0,1,1,0,,,TS HV 30-80 E - 560 kWh 350 kW,772480018,314553
46,2047,TS HV 30-80 E,TS HV 50 E,560.0,560.0,500.0,500.0,SMA STPS X 50,10,0,0,1,1,0,,,TS HV 30-80 E - 560 kWh 500 kW,772480018,364475
47,2048,TS HV 30-80 E,TS HV 50 E,616.0,616.0,550.0,550.0,SMA STPS X 50,11,0,0,1,1,0,,,TS HV 30-80 E - 616 kWh 550 kW,772480018,400795
48,2049,TS HV 30-80 E,TS HV 80 E,640.0,640.0,60.0,60.0,SMA STPS X 30,2,0,0,1,1,0,,,TS HV 30-80 E - 640 kWh 60 kW,772480018,290288
49,2050,TS HV 30-80 E,TS HV 80 E,640.0,640.0,100.0,100.0,SMA STPS X 50,2,0,0,1,1,0,,,TS HV 30-80 E - 640 kWh 100 kW,772480018,295528
50,2051,TS HV 30-80 E,TS HV 80 E,640.0,640.0,120.0,120.0,SMA STPS X 30,4,0,0,1,1,0,,,TS HV 30-80 E - 640 kWh 120 kW,772480018,309256
51,2052,TS HV 30-80 E,TS HV 80 E,640.0,640.0,200.0,200.0,SMA STPS X 50,4,0,0,1,1,0,,,TS HV 30-80 E - 640 kWh 200 kW,772480018,319736
52,2053,TS HV 30-80 E,TS HV 80 E,640.0,640.0,240.0,240.0,SMA STPS X 30,8,0,0,1,1,0,,,TS HV 30-80 E - 640 kWh 240 kW,772480018,338347
53,2054,TS HV 30-80 E,TS HV 80 E,640.0,640.0,400.0,400.0,SMA STPS X 50,8,0,0,1,1,0,,,TS HV 30-80 E - 640 kWh 400 kW,772480018,359307
54,2055,TS HV 30-80 E,TS HV 50 E,672.0,672.0,200.0,200.0,SMA STPS X 50,4,0,0,1,1,0,,,TS HV 30-80 E - 672 kWh 200 kW,772480018,353568
55,2056,TS HV 30-80 E,TS HV 50 E,672.0,672.0,300.0,300.0,SMA STPS X 50,6,0,0,1,1,0,,,TS HV 30-80 E - 672 kWh 300 kW,772480018,377811
56,2057,TS HV 30-80 E,TS HV 50 E,672.0,672.0,600.0,600.0,SMA STPS X 50,12,0,0,1,1,0,,,TS HV 30-80 E - 672 kWh 600 kW,772480018,437150
57,2058,TS HV 30-80 E,TS HV 80 E,720.0,720.0,90.0,90.0,SMA STPS X 30,3,0,0,1,1,0,,,TS HV 30-80 E - 720 kWh 90 kW,772480018,333532
58,2059,TS HV 30-80 E,TS HV 80 E,720.0,720.0,150.0,150.0,SMA STPS X 50,3,0,0,1,1,0,,,TS HV 30-80 E - 720 kWh 150 kW,772480018,341392
59,2060,TS HV 30-80 E,TS HV 80 E,720.0,720.0,270.0,270.0,SMA STPS X 30,9,0,0,1,1,0,,,TS HV 30-80 E - 720 kWh 270 kW,772480018,380481
60,2061,TS HV 30-80 E,TS HV 80 E,720.0,720.0,450.0,450.0,SMA STPS X 50,9,0,0,1,1,0,,,TS HV 30-80 E - 720 kWh 450 kW,772480018,404061
61,2062,TS HV 30-80 E,TS HV 50 E,728.0,728.0,650.0,650.0,SMA STPS X 50,13,0,0,1,1,0,,,TS HV 30-80 E - 728 kWh 650 kW,772480018,473470
62,2063,TS HV 30-80 E,TS HV 50 E,784.0,784.0,700.0,700.0,SMA STPS X 50,14,0,0,1,1,0,,,TS HV 30-80 E - 784 kWh 700 kW,772480018,509790
63,2064,TS HV 30-80 E,TS HV 80 E,800.0,800.0,150.0,150.0,SMA STPS X 30,5,0,0,1,1,0,,,TS HV 30-80 E - 800 kWh 150 kW,772480018,386260
64,2065,TS HV 30-80 E,TS HV 80 E,800.0,800.0,250.0,250.0,SMA STPS X 50,5,0,0,1,1,0,,,TS HV 30-80 E - 800 kWh 250 kW,772480018,399360
65,2066,TS HV 30-80 E,TS HV 80 E,800.0,800.0,300.0,300.0,SMA STPS X 30,10,0,0,1,1,0,,,TS HV 30-80 E - 800 kWh 300 kW,772480018,422615
66,2067,TS HV 30-80 E,TS HV 80 E,800.0,800.0,500.0,500.0,SMA STPS X 50,10,0,0,1,1,0,,,TS HV 30-80 E - 800 kWh 500 kW,772480018,448815
67,3001,TS-I HV 80/100 E,TS-I HV 80 E,80.0,80.0,80.0,80.0, TV-PCS-85,1,1,1,1,1,0,,,TS-I HV 80/100 E - 80 kWh 80 kW,772480020,71056
68,3002,TS-I HV 80/100 E,TS-I HV 100 E,96.0,96.0,85.0,85.0, TV-PCS-85,1,1,1,1,1,0,,,TS-I HV 80/100 E - 96 kWh 85 kW,772480020,76802
69,3003,TS-I HV 80/100 E,TS-I HV 80 E,160.0,160.0,85.0,85.0, TV-PCS-85,1,1,1,1,1,0,,,TS-I HV 80/100 E - 160 kWh 85 kW,772480020,105068
70,3004,TS-I HV 80/100 E,TS-I HV 80 E,160.0,160.0,160.0,160.0, TV-PCS-170,1,1,1,1,1,0,,,TS-I HV 80/100 E - 160 kWh 160 kW,772480020,123138
71,3005,TS-I HV 80/100 E,TS-I HV 100 E,192.0,192.0,85.0,85.0, TV-PCS-85,1,1,1,1,1,0,,,TS-I HV 80/100 E - 192 kWh 85 kW,772480020,116560
72,3006,TS-I HV 80/100 E,TS-I HV 100 E,192.0,192.0,170.0,170.0, TV-PCS-170,1,1,1,1,1,0,,,TS-I HV 80/100 E - 192 kWh 170 kW,772480020,134630
73,3007,TS-I HV 80/100 E,TS-I HV 80 E,240.0,240.0,85.0,85.0, TV-PCS-85,1,1,1,1,1,0,,,TS-I HV 80/100 E - 240 kWh 85 kW,772480020,139269
74,3008,TS-I HV 80/100 E,TS-I HV 80 E,240.0,240.0,170.0,170.0, TV-PCS-170,1,1,1,1,1,0,,,TS-I HV 80/100 E - 240 kWh 170 kW,772480020,157339
75,3009,TS-I HV 80/100 E,TS-I HV 80 E,240.0,240.0,240.0,240.0, TV-PCS-255,1,1,1,1,1,0,,,TS-I HV 80/100 E - 240 kWh 240 kW,772480020,175419
76,3010,TS-I HV 80/100 E,TS-I HV 100 E,288.0,288.0,85.0,85.0, TV-PCS-85,1,1,1,1,1,0,,,TS-I HV 80/100 E - 288 kWh 85 kW,772480020,156507
77,3011,TS-I HV 80/100 E,TS-I HV 100 E,288.0,288.0,170.0,170.0, TV-PCS-170,1,1,1,1,1,0,,,TS-I HV 80/100 E - 288 kWh 170 kW,772480020,174577
78,3012,TS-I HV 80/100 E,TS-I HV 100 E,288.0,288.0,255.0,255.0, TV-PCS-255,1,1,1,1,1,0,,,TS-I HV 80/100 E - 288 kWh 255 kW,772480020,192657
79,3013,TS-I HV 80/100 E,TS-I HV 80 E,320.0,320.0,85.0,85.0, TV-PCS-85,1,1,1,1,1,0,,,TS-I HV 80/100 E - 320 kWh 85 kW,772480020,173470
80,3014,TS-I HV 80/100 E,TS-I HV 80 E,320.0,320.0,170.0,170.0, TV-PCS-170,1,1,1,1,1,0,,,TS-I HV 80/100 E - 320 kWh 170 kW,772480020,191540
81,3015,TS-I HV 80/100 E,TS-I HV 80 E,320.0,320.0,255.0,255.0, TV-PCS-255,1,1,1,1,1,0,,,TS-I HV 80/100 E - 320 kWh 255 kW,772480020,209620
82,3016,TS-I HV 80/100 E,TS-I HV 80 E,320.0,320.0,320.0,320.0, TV-PCS-340,1,1,1,1,1,0,,,TS-I HV 80/100 E - 320 kWh 320 kW,772480020,227703
83,3017,TS-I HV 80/100 E,TS-I HV 100 E,384.0,384.0,85.0,85.0, TV-PCS-85,1,1,1,1,1,0,,,TS-I HV 80/100 E - 384 kWh 85 kW,772480020,196454
84,3018,TS-I HV 80/100 E,TS-I HV 100 E,384.0,384.0,170.0,170.0, TV-PCS-170,1,1,1,1,1,0,,,TS-I HV 80/100 E - 384 kWh 170 kW,772480020,214524
85,3019,TS-I HV 80/100 E,TS-I HV 100 E,384.0,384.0,255.0,255.0, TV-PCS-255,1,1,1,1,1,0,,,TS-I HV 80/100 E - 384 kWh 255 kW,772480020,232604
86,3020,TS-I HV 80/100 E,TS-I HV 100 E,384.0,384.0,340.0,340.0, TV-PCS-340,1,1,1,1,1,0,,,TS-I HV 80/100 E - 384 kWh 340 kW,772480020,250687
87,3021,TS-I HV 80/100 E,TS-I HV 80 E,400.0,400.0,85.0,85.0, TV-PCS-85,1,1,1,1,1,0,,,TS-I HV 80/100 E - 400 kWh 85 kW,772480020,207682
88,3022,TS-I HV 80/100 E,TS-I HV 80 E,400.0,400.0,170.0,170.0, TV-PCS-170,1,1,1,1,1,0,,,TS-I HV 80/100 E - 400 kWh 170 kW,772480020,225752
89,3023,TS-I HV 80/100 E,TS-I HV 80 E,400.0,400.0,255.0,255.0, TV-PCS-255,1,1,1,1,1,0,,,TS-I HV 80/100 E - 400 kWh 255 kW,772480020,243832
90,3024,TS-I HV 80/100 E,TS-I HV 80 E,400.0,400.0,340.0,340.0, TV-PCS-340,1,1,1,1,1,0,,,TS-I HV 80/100 E - 400 kWh 340 kW,772480020,261915
91,3026,TS-I HV 80/100 E,TS-I HV 100 E,480.0,480.0,85.0,85.0, TV-PCS-85,1,1,1,1,1,0,,,TS-I HV 80/100 E - 480 kWh 85 kW,772480020,236412
92,3029,TS-I HV 80/100 E,TS-I HV 100 E,480.0,480.0,170.0,170.0, TV-PCS-170,1,1,1,1,1,0,,,TS-I HV 80/100 E - 480 kWh 170 kW,772480020,254482
93,3031,TS-I HV 80/100 E,TS-I HV 100 E,480.0,480.0,255.0,255.0, TV-PCS-255,1,1,1,1,1,0,,,TS-I HV 80/100 E - 480 kWh 255 kW,772480020,272562
94,3033,TS-I HV 80/100 E,TS-I HV 100 E,480.0,480.0,340.0,340.0, TV-PCS-340,1,1,1,1,1,0,,,TS-I HV 80/100 E - 480 kWh 340 kW,772480020,290645
95,3036,TS-I HV 80/100 E,TS-I HV 80 E,560.0,560.0,85.0,85.0, TV-PCS-85,1,1,1,1,1,0,,,TS-I HV 80/100 E - 560 kWh 85 kW,772480020,276084
96,3037,TS-I HV 80/100 E,TS-I HV 80 E,560.0,560.0,170.0,170.0, TV-PCS-170,1,1,1,1,1,0,,,TS-I HV 80/100 E - 560 kWh 170 kW,772480020,294154
